Timestamp: 2023-05-22T14:37:17.803546500 View balance of user with id: 1 on account with id: 1
Timestamp: 2023-05-22T14:37:22.086568700 View balance of user with id: 1 on account with id: 6
Timestamp: 2023-05-22T20:52:38.756813500 View balance of user with id: 1 on account with id: 1
Timestamp: 2023-05-22T20:57:36.447864100 View balance of user with id: 1 on account with id: 1
Timestamp: 2023-05-22T21:00:52.702041200 View balance of user with id: 1 on account with id: 1
Timestamp: 2023-05-22T21:13:56.720396400 - Deposit made on account 1 with the amount of 1 RON
